Gene Accession Number,1,2,3,4,5,6,7,8,9,10,11,12,13,…
M14218_at,-667,-687,-1102,-463,-194,-650,-974,-598,-778,-612,-515,-346,-427,…
M14219_at,147,238,161,221,483,101,139,130,342,117,487,112,478,…
M14338_at,-65,-16,-120,-74,-92,-90,-105,-280,-110,-201,-114,33,-77,…
M14539_at,-106,80,82,2058,2673,-99,-16,-467,-70,83,14,104,912,…
M14565_at,54,76,114,412,173,145,-15,178,271,86,0,40,227,…
M14636_at,-44,52,-116,70,151,-14,18,-38,-46,16,-3,191,-4,…
M14648_at,-21,-41,-54,39,18,-81,-70,-28,-70,-12,-8,-8,1,…
M14660_at,63,43,148,-55,41,-37,-144,-13,24,134,-24,-54,71,…
M14676_at,1864,1293,2951,965,618,1746,1458,1509,3170,1321,1843,1233,1899,…
M14764_at,575,285,547,367,228,288,450,367,354,359,277,275,402,…
M14949_at,31,0,-115,-267,167,-12,-21,-382,63,119,-97,-182,53,…
M15059_at,831,327,558,521,309,531,1053,694,537,408,212,317,152,…
M15182_at,1491,845,1354,819,1209,967,947,698,1588,859,784,768,1055,…
M15205_at,989,759,1614,1246,434,1100,1196,959,1760,1274,705,405,2144,…
M15353_at,83,54,60,-15,77,28,-6,56,14,37,70,12,131,…
M15517_cds5_at,-157,-156,-72,-100,-125,-119,77,-77,-229,-14,-190,-123,-42,…
M15656_at,-403,-985,-743,-554,-628,-309,-388,-1482,-1023,-82,-803,-356,-375,…
M15661_at,926,1646,1724,1407,1346,1477,1371,404,1891,1083,3407,1007,911,…
M15780_at,-109,-99,-189,-110,-87,-206,-107,-167,-231,-100,-171,-132,-102,…
M15796_at,479,430,934,186,344,590,147,139,1016,154,831,145,931,…
M15841_at,362,851,688,143,437,184,149,172,796,280,572,122,600,…
M15856_at,66,119,130,154,60,46,26,112,51,-19,89,-11,33,…
M15881_at,215,-81,135,74,91,99,72,154,37,73,-64,34,113,…
M15958_at,-958,-944,-1334,-876,-621,-732,-988,-1302,-969,-654,-687,-357,-612,…
M15990_at,392,502,371,232,73,138,181,401,276,227,463,191,157,…
M16038_at,365,624,108,873,686,302,325,244,273,144,34,399,281,…
M16279_at,3079,10455,9378,1493,4742,8842,1063,-250,11741,12546,12682,3545,2459,…
M16282_at,410,198,569,392,217,270,430,463,317,305,223,152,260,…
M16404_at,-83,-101,-130,-105,-80,-58,-11,-64,-87,-37,-27,-90,-83,…
M16405_at,793,230,950,305,292,380,813,694,427,452,341,99,268,…
M16424_at,414,-223,-199,-205,170,81,865,-988,-88,-240,-303,76,-123,…
M16441_cds1_at,-390,-840,-391,-828,-337,-293,-413,-1040,-477,-611,-312,-268,-395,…
M16447_at,203,185,367,246,497,64,231,215,318,202,116,24,314,…
M16505_at,-84,-67,-11,213,342,-19,126,-103,-36,-64,-94,-30,61,…
M16801_at,114,-27,-4,49,-12,49,36,26,43,10,1,35,51,…
M16937_at,87,59,54,-26,87,-39,30,-23,23,-45,7,28,-14,…
M16961_at,128,128,189,8,116,124,225,91,127,82,86,61,110,…
M16967_at,-270,-24,-143,-114,-83,44,-122,-109,-160,-154,-111,-70,-109,…
M16973_at,253,-9,269,-153,-49,-165,-73,-136,37,14,-66,86,-327,…
M17219_at,70,40,85,-39,15,21,45,89,24,6,24,35,204,…
M17262_at,293,233,398,474,102,334,421,124,294,246,232,245,219,…
M17316_at,-81,-329,-502,-396,-373,16,-18,158,-473,184,-117,-109,-118,…
M17466_at,-45,-197,-126,-231,124,-179,-62,-116,26,-47,107,-94,-87,…
M17733_at,14223,17650,21798,15790,15470,29496,18805,17175,17827,21874,17789,25622,18530,…
M17754_at,371,133,216,372,179,231,248,427,332,184,304,11,320,…
M17885_at,20663,23952,21873,23052,22863,27994,19901,26804,19765,28033,25524,28619,21474,…
M17886_at,14744,16712,16731,17036,16806,23456,16959,18213,16113,20922,19733,25213,18877,…
M18000_at,17748,21825,16891,19994,17680,19997,18972,15780,22225,21794,20866,22066,17259,…
M18079_at,21,83,47,-58,32,16,8,59,27,-13,-6,-21,10,…
M18185_at,-68,-147,-216,-161,-91,3,-57,-122,-45,-39,107,21,-12,…
M18533_at,-27,25,7,-5,2,71,-33,143,-11,-10,12,-25,-21,…
M18728_at,-7,30,-60,-173,-13,-128,-72,-241,-26,-177,7,589,152,…
M18731_at,-746,-598,-992,-885,-551,-645,-737,-1039,-680,-299,-532,-346,-328,…
M18737_rna1_at,615,244,677,358,835,227,280,946,515,400,240,129,475,…
M19159_at,1317,1266,1849,1156,706,1081,1534,535,1145,983,1031,855,1083,…
M19283_at,6284,14069,13354,10677,15517,6638,7852,7432,16358,9850,9459,3904,11615,…
M19301_at,152,106,86,56,95,55,70,128,80,99,57,10,58,…
M19481_at,-63,0,-307,-95,-67,7,-84,-83,-22,-118,-131,-44,-92,…
M19483_at,2810,5085,4601,3740,5879,2692,3137,2794,6235,4938,4055,2010,3427,…
M19507_at,56,-29,-109,-62,938,88,-78,-257,-35,392,16,1452,22,…
M19645_at,520,2171,646,371,1267,215,287,250,978,2404,2362,373,738,…
M19684_at,-41,-662,-550,71,-347,-216,23,-215,-923,-663,-395,-43,-312,…
M19720_rna1_at,329,205,475,316,205,325,347,326,261,235,242,273,250,…
M19720_rna2_at,-232,-81,-165,-175,-105,-80,-215,-257,-322,-260,-176,-109,-156,…
M19722_at,1563,1007,2144,1558,973,1621,1169,1241,5812,1231,580,814,860,…
M19961_at,1120,1331,1669,1050,1981,519,966,562,1611,1969,690,832,1688,…
M19989_cds1_at,-213,-100,-41,-222,-96,-206,-317,-347,-210,-160,-198,-133,-50,…
M19989_cds2_at,205,176,87,187,254,-16,47,176,346,239,1468,340,539,…
M20137_at,197,100,269,24,65,85,168,139,77,123,73,56,97,…
M20218_at,-90,74,-157,-103,45,-17,-89,-145,-54,-10,73,64,77,…
M20471_at,957,1357,796,1856,2698,969,1920,812,1789,992,524,651,1633,…
M20530_at,189,205,367,-4,119,42,194,155,138,90,143,15,191,…
M20543_at,-11,59,-31,11,41,35,28,-64,12,60,7,60,58,…
M20681_at,96,2580,418,-241,145,-49,102,446,541,309,348,919,270,…
M20777_at,-242,-339,-401,-393,-240,-352,-396,-385,-234,-76,-326,-194,-319,…
M20786_at,-790,-567,-867,-902,-243,-787,-1045,-1121,-545,-224,-443,-491,-530,…
M20902_at,506,142,335,220,372,174,230,854,259,235,262,139,279,…
M20919_at,-178,-49,-107,-260,-94,-113,-147,-238,-99,-71,-131,-113,-109,…
M21005_at,147,1858,862,-50,1023,848,-299,-131,976,1099,99,2233,95,…
M21056_at,-236,-150,-173,-252,-46,-369,-327,-395,-213,-205,-186,-194,-245,…
M21121_at,148,276,378,73,361,160,154,649,327,130,-50,107,215,…
M21154_at,283,752,517,313,590,355,243,568,732,512,851,234,613,…
M21186_at,6312,4497,1397,7723,10675,1657,6601,2223,2593,2776,796,5458,8259,…
M21188_at,-52,49,150,-56,62,12,28,100,37,21,36,-5,-52,…
M21259_at,1716,2421,3334,2284,3467,1435,1330,1895,3791,2337,3387,1158,1918,…
M21389_at,-442,132,-44,-101,123,-24,-312,238,-417,171,-532,0,225,…
M21494_at,-96,50,366,-188,45,-492,-191,-242,19,128,6,-130,104,…
M21551_rna1_at,178,336,345,374,321,44,359,364,333,271,267,-12,268,…
M21574_at,75,53,-234,152,30,117,42,22,-116,184,79,86,-115,…
M21624_at,272,11799,182,11,89,94,-20,202,8426,269,103,24,61,…
M21812_at,893,622,1180,657,504,524,984,881,758,683,581,524,529,…
M21904_at,1461,2610,-618,-605,1984,-1424,327,256,1434,1603,821,-740,-657,…
M21934_at,158,317,448,403,73,7,95,491,330,169,176,109,75,…
M21984_at,-454,680,-966,-926,-314,-428,-102,370,-370,-399,-143,-258,-60,…
M21985_at,411,217,621,306,230,240,257,421,193,131,144,122,212,…
M22005_at,-100,-196,-213,-298,-180,-78,-203,-440,-73,-115,-172,-205,-105,…
M22092_at,-228,-183,-311,-166,-143,-216,-268,-287,-209,-207,-199,-127,-195,…
M22324_at,135,153,108,-47,107,-617,-171,455,-25,-285,56,31,19,…
M22382_at,1683,1359,1890,2409,3099,1002,1900,1628,2016,2969,1960,1589,3023,…
M22430_at,417,275,161,225,150,104,117,436,205,198,200,133,179,…
M22489_at,106,-101,-119,-55,28,-113,-181,136,-105,-96,-37,370,540,…
M22490_at,1235,639,1520,1154,534,1068,764,1815,736,1289,480,947,431,…
M22538_at,704,4107,1010,905,2204,828,793,509,1721,952,1055,787,1647,…
M22632_at,-370,21,-1,-236,470,147,-260,-20,691,543,309,-126,283,…
M22638_at,552,131,-288,336,677,-26,349,305,-129,-26,-72,44,279,…
M22760_at,625,1594,1257,1122,2318,830,660,538,2175,1237,1528,827,859,…
M22877_at,275,557,585,244,941,195,278,344,734,402,504,148,330,…
M22898_at,474,339,650,613,873,332,552,239,770,705,110,201,1465,…
M22919_rna2_at,332,1754,588,161,543,378,260,-53,1397,393,523,573,355,…
M22960_at,330,811,212,584,1018,206,655,-187,1176,100,164,446,196,…
M22976_at,369,379,578,487,436,232,485,443,699,304,338,123,863,…
M22995_at,424,609,214,245,559,58,176,182,409,154,179,91,359,…
M23114_at,277,358,175,246,677,64,297,332,520,358,592,153,603,…
M23161_at,471,282,424,319,498,193,378,359,442,146,372,117,357,…
M23197_at,261,101,309,288,395,58,84,251,155,167,140,287,152,…
M23254_at,775,553,1199,688,798,718,625,1200,1207,573,437,620,782,…
M23294_at,162,39,-52,503,654,3,445,-95,216,-67,-98,235,475,…
M23379_at,272,-25,183,515,419,87,505,262,214,73,-19,-35,302,…
M23533_at,-73,-369,-131,-204,-56,-272,-547,-548,-13,-193,61,-152,-86,…
M23613_at,9459,6073,12044,10292,12619,8241,7522,5162,14825,12022,11496,6711,7346,…
M23668_at,107,-32,111,-249,32,-158,139,-151,61,100,139,-102,88,…
M24194_at,16944,14183,19370,20411,19924,19403,16666,19283,19459,23122,20742,15345,18349,…
M24248_at,1306,948,1884,1145,881,768,2075,1239,1086,1015,578,412,930,…
M24351_cds2_at,-65,97,145,144,5,176,189,43,237,27,-2,38,-4,…
M24364_at,28,22,-20,0,19,-1,120,86,55,-1,8,-8,8,…
M24398_at,166,-416,-167,-1071,5,-693,-1253,-1739,1338,338,-179,-104,338,…
M24400_at,-173,-156,-312,-242,-77,-211,-206,-319,-245,-154,-246,-191,-125,…
M24439_at,444,1243,642,1028,223,579,280,1455,575,701,393,290,170,…
M24461_at,126,156,78,79,-42,96,107,223,90,64,-28,11,-15,…
M24470_at,441,237,525,287,199,291,688,1001,479,252,310,171,127,…
M24594_at,43,160,346,89,16,-94,25,83,321,96,124,51,70,…
M24899_at,-1091,-735,-1398,-974,-237,-638,-667,-1620,-819,-519,-415,-475,-559,…
M24902_at,5,56,-53,17,61,8,23,-59,0,24,32,4,-2,…
M25077_at,-96,122,36,260,67,179,-137,44,-36,-59,63,56,73,…
M25164_at,355,128,384,224,251,62,292,367,200,96,152,160,219,…
M25269_at,376,184,683,414,335,432,453,484,457,297,259,301,289,…
M25280_at,670,8521,3569,466,523,1322,848,1964,3371,1308,738,1465,195,…
M25322_at,257,159,112,126,185,42,104,28,135,54,52,113,162,…
M25393_at,139,24,68,85,80,17,58,32,113,66,103,12,79,…
M25629_at,139,87,109,11,63,7,38,121,12,66,-22,80,94,…
M25753_at,265,21,240,297,287,80,107,199,221,95,175,-20,236,…
M25756_at,119,74,45,73,119,71,28,79,128,49,116,103,56,…
M25809_at,274,343,128,385,212,264,23,128,607,297,137,334,-69,…
M25897_at,40,192,7,-58,119,-5,-94,17,5,-19,7,-11,-23,…
M26061_at,64,76,281,100,72,-8,21,136,51,210,137,84,46,…
M26062_at,-308,-124,-457,-383,-210,-106,-411,-230,-235,-176,-51,-390,-179,…
M26167_rna1_at,-17,32,2,-27,-29,23,-52,74,12,8,34,-17,3,…
M26576_cds2_at,723,297,455,326,166,380,253,815,259,316,148,176,297,…
M26602_at,-272,-194,-79,-300,-157,-202,-253,-272,-130,352,-184,349,-106,…
M26679_at,-135,-48,-142,75,-87,-80,220,-50,-87,-24,-63,-79,-55,…
M26682_at,-61,121,-33,170,168,337,283,0,408,57,195,238,305,…
M26683_at,395,315,512,355,239,455,604,608,330,196,336,314,265,…
M26880_at,6594,10565,6969,2606,2716,3769,4891,7652,7799,4216,8740,4291,5386,…
M27160_at,236,167,323,177,-70,-48,99,-71,195,144,180,183,175,…
M27161_at,391,287,158,-280,81,53,411,259,419,187,-73,120,185,…
M27281_at,-85,128,-29,109,-42,-33,13,34,-36,-44,43,20,-53,…
M27288_at,-1173,-278,-2052,-2066,-409,-1522,-2051,-2025,-1013,-539,-1146,-1076,-397,…
M27492_at,-27,11,-26,-127,65,42,151,89,11,18,-48,14,11,…
M27543_at,95,101,122,59,165,39,26,92,136,53,124,60,122,…
M27819_at,41,45,-34,-57,149,-69,35,233,64,138,41,-107,86,…
M27826_at,23,-190,-481,-265,1,-398,398,-935,-308,114,-373,-68,-147,…
M27878_at,-23,-87,-22,-28,34,-101,-5,-14,47,-143,20,-70,57,…
M27891_at,303,1358,254,-304,-86,1168,-233,-247,336,498,-376,107,-97,…
M28209_at,472,564,479,357,517,158,295,223,333,285,464,275,334,…
M28210_at,-592,-300,-580,-1422,-183,-485,-722,-784,-481,-392,-276,-510,-337,…
M28211_at,-126,50,70,-174,222,-103,-173,-256,387,55,187,-262,32,…
M28212_at,190,84,142,102,199,23,188,122,190,119,118,133,121,…
M28214_at,-258,-302,-358,-546,-137,-529,-510,-412,-339,-233,-259,-264,-137,…
M28215_at,207,245,242,147,87,67,225,239,183,282,178,93,189,…
M28219_at,-69,-40,-348,-276,-79,-16,-230,-725,-214,-82,-277,-51,-58,…
M28249_at,118,36,35,78,174,44,109,76,61,-22,-83,-10,30,…
M28713_at,923,1333,919,271,756,627,601,329,970,746,749,370,701,…
M28825_at,553,359,783,-123,-71,-7,208,646,551,-10,489,155,146,…
M28826_at,-20,-84,8786,-62,-46,4957,42,-32,818,4255,2502,-5,-175,…
M28827_at,-331,-388,-880,-532,-198,-160,-383,-751,-264,-410,-333,107,-165,…
M28879_at,143,244,401,229,86,167,225,298,431,339,215,215,153,…
M28983_at,180,180,337,103,134,188,181,274,160,224,155,150,206,…
M29064_at,1513,2221,2239,1235,2008,1515,1450,1185,2347,2095,1388,911,3014,…
M29194_at,-30,27,68,-6,-46,120,-70,-202,-47,-115,-61,-57,-136,…
M29204_at,178,239,278,130,156,238,164,250,322,124,179,126,204,…
M29273_at,248,186,180,607,173,213,176,166,65,231,313,135,185,…
M29458_at,82,38,37,63,1,65,-57,100,33,89,-9,10,3,…
M29474_at,2187,6,5,123,95,51,221,85,-4,-35,-124,-80,351,…
M29536_at,856,856,1186,1179,1496,608,814,755,1405,1029,801,434,895,…
M29540_at,76,0,139,-30,138,-28,-136,-239,-46,60,-23,43,55,…
M29550_at,287,39,364,252,205,49,236,367,298,140,-1,18,73,…
M29551_at,190,83,125,219,473,56,117,-119,137,10,-69,-10,491,…
M29580_at,-284,-192,-238,-186,-66,-24,-247,-130,7,0,-92,-192,35,…
M29581_at,739,623,857,662,527,337,655,691,604,400,592,330,551,…
M29696_at,3863,511,1952,6127,2547,1804,1129,1412,5817,769,1704,363,1515,…
M29877_at,2987,130,303,345,502,257,494,253,293,279,610,132,894,…
M29927_at,-21,238,333,7,378,24,126,28,125,157,173,57,615,…
M29960_at,296,95,190,269,212,177,235,70,131,198,281,189,144,…
M29971_at,140,49,278,171,618,90,131,-95,342,113,74,28,221,…
M30135_at,-241,-187,-361,-305,-206,-144,-273,-404,-224,-179,-186,-172,-186,…
M30185_at,201,76,203,107,62,-5,82,118,58,31,168,76,75,…
M30269_at,206,193,303,-4,376,40,129,2,254,83,186,110,133,…
M30496_at,97,224,232,189,342,42,154,17,233,85,185,33,74,…
M30773_at,-23,-4,74,-6,41,-46,13,-61,83,30,-16,31,52,…
M30818_at,586,273,429,261,159,362,344,352,1322,178,350,171,325,…
M30894_at,189,5569,1367,355,687,371,369,196,2827,502,178,350,202,…
M30938_at,1338,1230,2756,457,1917,1529,917,1089,2910,654,530,247,2141,…
M31013_at,2676,2983,2172,2167,3648,1817,3703,1012,4193,1562,1825,1214,3047,…
M31153_at,-835,-409,-897,-316,-192,-785,-826,-1236,-794,-578,-631,-594,-382,…
M31158_at,296,157,214,87,79,94,13,125,97,109,42,171,441,…
M31165_at,-13,33,183,62,30,74,-236,89,-7,39,-9,67,60,…
M31166_at,31,76,42,71,15,30,48,-22,20,45,16,70,-3,…
M31210_at,8,428,206,-11,-18,30,-52,-70,109,160,16,10,-2,…
M31303_rna1_at,3828,3021,7247,3780,3563,4890,3330,4213,7230,5052,3352,2290,4751,…
M31328_at,888,429,1148,581,416,650,488,1060,815,724,559,291,623,…
M31520_at,14924,18002,15290,17099,16011,8759,11004,15988,15834,12111,15533,12393,15036,…
M31525_at,1705,805,1196,1376,1272,817,1038,1439,1087,789,814,768,1248,…
M31606_at,-1096,-910,-1635,-1562,-710,-769,-687,-1890,-913,-769,-728,-891,-719,…
M31627_at,4971,8389,401,3377,4676,282,1604,2826,1910,946,1945,1470,8350,…
M31642_at,999,550,1110,904,1352,505,690,241,1608,1251,940,643,1567,…
M31651_at,196,37,320,87,29,133,90,199,60,35,146,61,-55,…
M31659_at,169,19,212,89,63,65,119,116,139,62,117,68,107,…
M31661_at,-38,184,-63,-171,-36,-46,-67,-55,-31,-66,-70,-44,-60,…
M31682_at,-1109,-699,-1338,-982,-613,-620,-856,-1136,-1073,-677,-563,-350,-597,…
M31899_at,339,261,339,192,400,195,238,221,323,148,461,34,341,…
M31951_at,-859,-570,-954,-828,-261,-631,-838,-748,-968,-544,-527,-323,-352,…
M31994_at,428,313,473,316,222,103,450,227,311,283,224,68,193,…
M32011_at,652,135,134,296,160,-26,94,317,68,250,18,146,315,…
M32053_at,-60,3919,185,-19,399,-67,-11,-53,165,165,-41,-14,-119,…
M32313_at,679,306,291,183,528,211,327,575,379,411,369,202,467,…
M32315_at,752,691,761,621,474,725,772,340,555,394,358,602,702,…
M32334_at,995,562,1581,886,1022,931,502,475,2634,1155,591,140,841,…
M32373_at,96,59,87,39,3,112,184,-52,89,78,83,51,-6,…
M32402_at,-108,-164,-218,-35,-48,-21,-38,-388,-102,-172,-83,-136,-112,…
M32405_at,6163,4830,6855,7942,8221,9394,6321,6499,8207,7419,8492,11768,6839,…
M32598_at,4,81,141,-94,55,-28,5,28,134,55,121,120,86,…
M32639_at,-94,-42,-46,-95,-14,-53,-142,-62,-148,-65,-27,-60,-64,…
M32886_at,236,251,75,185,275,-35,57,13,250,225,84,152,376,…
M33195_at,98,822,223,109,409,264,5,-169,320,128,-1,524,-4,…
M33308_at,803,570,360,538,1019,302,366,547,382,192,55,847,632,…
M33336_at,1801,781,1163,1192,2206,442,976,1286,1432,363,511,209,1781,…
M33374_at,-255,-220,-132,-261,177,-96,-373,-524,-133,44,-8,-12,14,…
M33478_at,102,10,-6,-13,34,71,-30,77,52,27,-1,12,28,…
M33518_at,555,463,550,147,491,673,786,535,814,508,742,-12,1222,…
M33521_at,1516,1048,1489,797,1545,1004,1097,1401,1951,853,1794,377,2920,…
M33552_at,635,2673,644,-7,1522,736,208,418,714,434,224,1560,2787,…
M33653_at,-41,-239,-286,-157,-200,-94,-154,-229,-148,-37,-117,-91,-128,…
M33680_at,5565,5318,2584,11689,10308,2647,9428,4742,5522,3093,4194,4101,7747,…
M33764_at,2120,6041,3647,3078,3057,4073,2599,1715,3819,7913,1760,1767,1721,…
M33882_at,-158,607,-153,-171,21,-222,-332,7,192,357,-9,123,756,…
M33987_at,199,87,142,13,7,69,124,67,172,129,88,53,119,…
M34041_at,219,524,57,-158,-19,156,522,326,-321,-190,201,90,611,…
M34057_at,-101,-61,-112,-123,90,-23,-95,-68,-65,-176,-17,-66,-15,…
M34065_at,42,-22,-49,133,61,35,107,-47,49,-112,0,-96,55,…
M34079_at,1081,1380,1778,1006,643,1258,1169,670,1377,1478,1023,725,642,…
M34175_at,1128,755,1206,642,640,666,796,755,1321,597,662,191,763,…
M34181_at,248,223,939,295,992,158,325,244,329,195,195,99,61,…
M34182_at,2929,2392,2022,2688,2093,3686,3584,3174,2890,3117,2148,2218,2694,…
M34192_at,255,205,224,252,233,113,154,215,255,184,66,107,138,…
M34309_at,49,34,21,-7,77,110,218,200,103,79,68,4,21,…
M34344_at,427,82,72,9,106,-108,-35,-79,-22,26,14,68,98,…
M34423_at,280,114,233,258,235,94,285,-14,395,48,136,30,270,…
M34455_at,351,261,329,652,316,400,398,395,450,193,245,293,185,…
M34539_at,1703,1845,339,435,1081,782,537,809,2253,983,1145,393,1249,…
M34667_at,553,382,645,325,260,64,458,586,456,341,296,209,258,…
M34668_at,58,174,70,172,317,204,267,134,287,71,143,47,411,…
M34677_at,687,971,427,-215,154,385,421,433,240,-111,629,51,1194,…
M35128_at,236,604,331,264,67,74,707,508,172,158,281,57,483,…
M35198_at,210,225,187,139,42,119,247,-62,153,82,98,60,-7,…
M35252_at,-6,6,42,13,-79,8,28,-94,-19,33,-55,35,-57,…
M35296_at,137,-99,152,-74,335,261,255,-70,395,-47,171,114,61,…
M35416_at,119,115,47,172,155,90,-78,230,-1,51,28,38,110,…
M35531_at,244,-194,257,-187,139,181,418,-845,359,324,268,214,60,…
M35878_at,527,17,1086,104,130,316,591,878,24,164,41,27,29,…
M36067_at,454,238,358,494,134,266,-95,257,630,880,608,377,307,…
M36089_at,235,519,797,785,509,657,994,797,785,687,572,416,609,…
M36200_at,305,72,525,255,262,334,294,209,221,166,193,24,153,…
M36205_at,-8,109,-378,-354,-24,-597,-421,-220,-287,-114,-110,-287,-116,…
M36341_at,775,954,954,689,835,339,675,614,1045,708,912,321,586,…
M36803_at,-22,68,164,212,29,190,292,-713,-112,183,74,-67,67,…
M37033_at,6095,3794,4758,5558,3868,2665,5292,4808,3739,1895,1559,1570,4313,…
M37104_at,712,1129,1717,803,1200,928,591,617,1311,1035,924,623,999,…
M37190_at,138,174,262,131,105,69,203,226,170,148,136,37,150,…
M37197_at,294,376,522,364,526,154,233,131,288,282,157,103,355,…
M37245_at,480,422,676,422,387,476,764,682,583,555,289,336,399,…
M37400_at,70,98,-13,57,162,-149,-62,58,130,163,82,73,400,…
M37435_at,228,184,270,177,165,709,490,275,113,361,260,237,102,…
M37583_at,2030,2741,4260,1886,1977,3279,1376,1304,5366,3168,4218,1733,4231,…
M37721_at,245,124,231,273,255,110,218,442,157,101,132,107,77,…
M37763_at,11,55,21,114,15,17,-8,205,110,32,66,14,44,…
M37766_at,703,1781,1357,619,991,58,819,883,2010,902,1035,455,309,…
M37815_cds1_at,-43,53,153,-125,-50,74,-142,-230,128,142,54,-114,-86,…
M37825_at,-57,4,-100,-67,-33,-5,-42,56,-5,-8,-69,-10,19,…
M37984_rna1_at,772,833,1182,711,646,490,404,977,797,550,672,363,519,…
M38591_at,575,223,858,768,3465,392,-169,374,6549,3419,564,-255,-223,…
M38690_at,405,0,-7,1203,1305,-7,30,1263,31,-8,-14,2043,6413,…
M54927_at,30,64,104,15,18,23,72,127,42,65,-9,2,19,…
M54951_at,272,134,-213,157,92,277,250,115,71,221,165,68,6,…
M54968_at,149,123,179,112,234,14,122,206,60,194,114,33,85,…
M54992_at,392,-116,53,1793,2801,65,1836,20,70,72,31,106,196,…
M54995_at,81,146,120,66,80,87,55,217,33,15,53,30,17,…
M55040_at,425,318,463,514,331,339,530,625,412,385,301,261,288,…
M55047_at,251,260,290,347,198,202,458,343,242,286,291,196,230,…
M55067_at,592,852,345,1625,1234,497,2345,418,429,433,225,445,803,…
M55131_at,403,39,514,134,70,71,398,440,276,111,169,33,141,…
M55150_at,654,1283,1286,915,732,691,853,1238,822,885,680,412,548,…
M55153_at,280,275,50,115,193,147,26,-170,195,193,233,50,324,…
M55172_at,-132,-122,-274,-434,-30,-142,-401,-151,-257,-182,-156,-268,-197,…
M55210_at,61,37,-254,-78,97,-78,23,34,-5,-42,-98,-17,153,…
M55265_at,511,555,859,699,715,800,672,707,710,637,371,225,601,…
M55267_at,170,318,144,218,461,-110,213,55,111,76,24,5,264,…
M55268_at,1366,792,1532,669,702,869,1058,1071,1177,701,957,454,913,…
M55284_at,113,183,-84,-146,-21,40,-252,-430,-152,2,-38,-27,147,…
M55420_at,244,209,374,49,173,-8,310,265,282,239,206,70,132,…
M55531_at,434,13,124,142,449,62,168,358,16,-1,391,556,955,…
M55542_at,30,39,-7,-105,15,46,-43,-13,11,4,-13,-25,55,…
M55543_at,-1,42,-22,1,73,-24,-21,-94,71,19,3,100,30,…
M55593_at,923,705,1150,675,329,339,724,1392,655,690,491,245,350,…
M55621_at,-336,-360,-1583,-128,-75,-208,-95,-1012,-793,-522,-637,-317,529,…
M55671_at,351,399,464,184,196,101,147,680,352,426,398,100,287,…
M55905_at,82,143,239,231,392,213,253,44,271,167,157,110,283,…
M57230_at,-121,-191,-260,-83,-70,-151,-110,-182,-133,-55,-117,-81,-80,…
